asset_id,hostname,vendor,product,version,criticality,internet_facing
A00926,cisco-ios-xe-926,Cisco,IOS XE,4.3.12,High,Yes
A00927,linux-redhat-927,Linux,RedHat,5.5.20,Critical,No
A00928,microsoft-windows-server-928,Microsoft,Windows Server,5.1.65,Critical,No
A00929,cisco-meraki-929,Cisco,Meraki,3.1.76,Low,No
A00930,cisco-ios-xe-930,Cisco,IOS XE,9.8.33,Low,No
A00931,apache-apache-http-server-931,Apache,Apache HTTP Server,2.8.58,Medium,No
A00932,cisco-meraki-932,Cisco,Meraki,2.7.52,Low,No
A00933,linux-ubuntu-933,Linux,Ubuntu,4.1.49,Medium,Yes
A00934,vmware-vcenter-934,VMware,vCenter,3.6.84,High,No
A00935,oracle-oracle-db-935,Oracle,Oracle DB,6.9.60,Low,Yes
A00936,microsoft-sql-server-936,Microsoft,SQL Server,9.5.11,Medium,No
A00937,cisco-meraki-937,Cisco,Meraki,4.1.94,Medium,No
A00938,vmware-vcenter-938,VMware,vCenter,1.5.21,High,No
A00939,linux-ubuntu-939,Linux,Ubuntu,9.3.14,Critical,No
A00940,vmware-vcenter-940,VMware,vCenter,6.0.37,Low,No
A00941,apache-tomcat-941,Apache,Tomcat,3.2.27,Low,No
A00942,cisco-meraki-942,Cisco,Meraki,9.4.36,Medium,No
A00943,oracle-oracle-db-943,Oracle,Oracle DB,10.0.42,Low,No
A00944,linux-redhat-944,Linux,RedHat,8.9.65,Critical,No
A00945,vmware-esxi-945,VMware,ESXi,4.7.3,Medium,No
A00946,microsoft-sql-server-946,Microsoft,SQL Server,1.3.5,Critical,Yes
A00947,linux-ubuntu-947,Linux,Ubuntu,5.3.66,Low,No
A00948,cisco-ios-xe-948,Cisco,IOS XE,6.0.58,High,No
A00949,apache-tomcat-949,Apache,Tomcat,3.0.79,Critical,Yes
A00950,vmware-vcenter-950,VMware,vCenter,7.6.28,Low,No
A00951,oracle-weblogic-951,Oracle,WebLogic,10.1.29,High,Yes
A00952,apache-tomcat-952,Apache,Tomcat,9.1.73,Medium,No
A00953,vmware-vcenter-953,VMware,vCenter,8.0.15,Medium,No
A00954,apache-tomcat-954,Apache,Tomcat,6.6.9,Critical,No
A00955,apache-tomcat-955,Apache,Tomcat,10.8.36,High,No
A00956,microsoft-windows-server-956,Microsoft,Windows Server,6.8.18,Critical,No
A00957,linux-centos-957,Linux,CentOS,8.6.87,Critical,Yes
A00958,apache-tomcat-958,Apache,Tomcat,7.2.50,Medium,Yes
A00959,linux-centos-959,Linux,CentOS,10.1.24,High,No
A00960,linux-ubuntu-960,Linux,Ubuntu,4.7.32,Low,No
A00961,apache-tomcat-961,Apache,Tomcat,3.4.87,Medium,No
A00962,apache-tomcat-962,Apache,Tomcat,6.1.58,Medium,No
A00963,vmware-esxi-963,VMware,ESXi,4.0.77,Medium,No
A00964,apache-apache-http-server-964,Apache,Apache HTTP Server,4.4.91,Medium,No
A00965,vmware-vcenter-965,VMware,vCenter,6.7.56,High,No
A00966,microsoft-windows-server-966,Microsoft,Windows Server,8.7.51,Medium,No
A00967,apache-apache-http-server-967,Apache,Apache HTTP Server,9.3.60,High,No
A00968,cisco-meraki-968,Cisco,Meraki,2.7.38,Low,No
A00969,vmware-esxi-969,VMware,ESXi,7.8.50,Critical,Yes
A00970,apache-apache-http-server-970,Apache,Apache HTTP Server,3.5.36,High,No
A00971,microsoft-exchange-server-971,Microsoft,Exchange Server,3.2.32,High,Yes
A00972,linux-redhat-972,Linux,RedHat,9.1.22,Medium,No
A00973,apache-apache-http-server-973,Apache,Apache HTTP Server,6.7.53,Low,No
A00974,apache-tomcat-974,Apache,Tomcat,9.2.71,Medium,No
A00975,cisco-ios-xe-975,Cisco,IOS XE,9.8.62,High,No
A00976,linux-centos-976,Linux,CentOS,4.2.85,Medium,No
A00977,cisco-ios-xe-977,Cisco,IOS XE,4.4.99,Critical,No
A00978,apache-apache-http-server-978,Apache,Apache HTTP Server,9.3.17,High,No
A00979,apache-tomcat-979,Apache,Tomcat,10.2.42,Low,No
A00980,apache-apache-http-server-980,Apache,Apache HTTP Server,4.0.97,High,No
A00981,microsoft-exchange-server-981,Microsoft,Exchange Server,5.8.29,High,No
A00982,apache-apache-http-server-982,Apache,Apache HTTP Server,9.8.57,Medium,No
A00983,microsoft-windows-server-983,Microsoft,Windows Server,8.8.99,Low,No
A00984,oracle-oracle-db-984,Oracle,Oracle DB,10.8.0,Critical,No
A00985,apache-tomcat-985,Apache,Tomcat,4.9.80,High,Yes
A00986,apache-tomcat-986,Apache,Tomcat,7.5.35,High,No
A00987,oracle-oracle-db-987,Oracle,Oracle DB,6.1.93,Medium,Yes
A00988,cisco-ios-xe-988,Cisco,IOS XE,7.9.8,Critical,Yes
A00989,cisco-meraki-989,Cisco,Meraki,5.7.1,Low,No
A00990,microsoft-exchange-server-990,Microsoft,Exchange Server,4.4.36,Medium,No
A00991,apache-tomcat-991,Apache,Tomcat,8.1.33,Critical,Yes
A00992,vmware-esxi-992,VMware,ESXi,4.0.7,High,Yes
A00993,linux-redhat-993,Linux,RedHat,4.6.2,Medium,No
A00994,oracle-weblogic-994,Oracle,WebLogic,4.6.10,Medium,No
A00995,vmware-vcenter-995,VMware,vCenter,9.1.17,Low,No
A00996,linux-ubuntu-996,Linux,Ubuntu,6.7.13,Critical,Yes
A00997,microsoft-exchange-server-997,Microsoft,Exchange Server,8.5.95,Critical,No
A00998,cisco-ios-xe-998,Cisco,IOS XE,5.5.7,High,No
A00999,apache-tomcat-999,Apache,Tomcat,8.3.41,Critical,Yes
A01000,microsoft-sql-server-1000,Microsoft,SQL Server,10.3.29,Low,Yes
A01001,vmware-vcenter-1001,VMware,vCenter,8.7.79,Critical,No
A01002,apache-apache-http-server-1002,Apache,Apache HTTP Server,6.2.72,Critical,Yes
A01003,vmware-vcenter-1003,VMware,vCenter,9.8.37,Critical,No
A01004,cisco-ios-xe-1004,Cisco,IOS XE,9.3.95,Medium,No
A01005,vmware-esxi-1005,VMware,ESXi,3.6.37,Critical,Yes
A01006,microsoft-windows-server-1006,Microsoft,Windows Server,8.8.84,Medium,Yes
A01007,apache-tomcat-1007,Apache,Tomcat,1.8.58,High,No
A01008,cisco-ios-xe-1008,Cisco,IOS XE,6.1.59,Medium,Yes
A01009,oracle-weblogic-1009,Oracle,WebLogic,1.2.29,Low,No
A01010,apache-apache-http-server-1010,Apache,Apache HTTP Server,6.8.0,High,No
A01011,cisco-asa-1011,Cisco,ASA,7.8.50,Low,No
A01012,linux-redhat-1012,Linux,RedHat,7.5.30,High,No
A01013,cisco-ios-xe-1013,Cisco,IOS XE,3.8.10,Medium,No
A01014,cisco-asa-1014,Cisco,ASA,3.7.53,Low,No
A01015,cisco-asa-1015,Cisco,ASA,3.4.89,High,No
A01016,cisco-asa-1016,Cisco,ASA,8.7.39,Critical,No
A01017,linux-ubuntu-1017,Linux,Ubuntu,8.5.92,High,No
A01018,oracle-oracle-db-1018,Oracle,Oracle DB,9.7.45,Critical,No
A01019,oracle-weblogic-1019,Oracle,WebLogic,7.2.91,Low,No
A01020,linux-ubuntu-1020,Linux,Ubuntu,8.4.97,Critical,Yes
A01021,apache-tomcat-1021,Apache,Tomcat,1.3.89,Medium,No
A01022,linux-redhat-1022,Linux,RedHat,7.0.70,High,No
A01023,apache-tomcat-1023,Apache,Tomcat,5.3.15,Critical,No
A01024,apache-apache-http-server-1024,Apache,Apache HTTP Server,8.9.79,High,No
A01025,microsoft-exchange-server-1025,Microsoft,Exchange Server,10.1.66,High,No
A01026,oracle-weblogic-1026,Oracle,WebLogic,2.2.4,Medium,Yes
A01027,oracle-weblogic-1027,Oracle,WebLogic,7.7.30,Low,Yes
A01028,oracle-oracle-db-1028,Oracle,Oracle DB,5.5.38,Critical,No
A01029,vmware-vcenter-1029,VMware,vCenter,5.2.89,Low,Yes
A01030,oracle-oracle-db-1030,Oracle,Oracle DB,7.4.6,Low,Yes
A01031,apache-tomcat-1031,Apache,Tomcat,4.4.80,Critical,No
A01032,linux-ubuntu-1032,Linux,Ubuntu,2.2.42,Low,No
A01033,oracle-oracle-db-1033,Oracle,Oracle DB,10.7.34,Critical,Yes
A01034,apache-apache-http-server-1034,Apache,Apache HTTP Server,10.6.36,Critical,No
A01035,linux-redhat-1035,Linux,RedHat,4.9.71,High,No
A01036,vmware-esxi-1036,VMware,ESXi,7.5.72,High,No
A01037,linux-redhat-1037,Linux,RedHat,6.7.52,High,Yes
A01038,apache-apache-http-server-1038,Apache,Apache HTTP Server,5.5.42,Medium,No
A01039,linux-redhat-1039,Linux,RedHat,9.3.70,Low,No
A01040,linux-ubuntu-1040,Linux,Ubuntu,9.0.18,Low,Yes
A01041,oracle-weblogic-1041,Oracle,WebLogic,7.2.72,High,Yes
A01042,cisco-asa-1042,Cisco,ASA,8.2.76,High,No
A01043,microsoft-sql-server-1043,Microsoft,SQL Server,7.2.34,Critical,No
A01044,cisco-ios-xe-1044,Cisco,IOS XE,7.4.41,High,No
A01045,linux-centos-1045,Linux,CentOS,9.6.9,High,No
A01046,vmware-esxi-1046,VMware,ESXi,2.2.78,Low,No
A01047,linux-centos-1047,Linux,CentOS,6.7.17,Low,No
A01048,vmware-esxi-1048,VMware,ESXi,4.2.17,High,No
A01049,oracle-weblogic-1049,Oracle,WebLogic,7.0.21,Critical,No
A01050,vmware-vcenter-1050,VMware,vCenter,6.8.74,Medium,No
A01051,cisco-asa-1051,Cisco,ASA,6.4.15,High,Yes
A01052,oracle-weblogic-1052,Oracle,WebLogic,1.3.5,Medium,Yes
A01053,oracle-weblogic-1053,Oracle,WebLogic,7.4.65,High,Yes
A01054,microsoft-sql-server-1054,Microsoft,SQL Server,10.6.93,Medium,No
A01055,vmware-vcenter-1055,VMware,vCenter,4.6.93,High,Yes
A01056,apache-tomcat-1056,Apache,Tomcat,5.8.42,Critical,No
A01057,oracle-weblogic-1057,Oracle,WebLogic,8.6.5,High,No
A01058,linux-centos-1058,Linux,CentOS,4.0.84,High,No
A01059,microsoft-sql-server-1059,Microsoft,SQL Server,3.3.74,High,No
A01060,vmware-vcenter-1060,VMware,vCenter,3.9.94,Critical,No
A01061,cisco-ios-xe-1061,Cisco,IOS XE,5.8.59,High,No
A01062,oracle-weblogic-1062,Oracle,WebLogic,6.9.33,Medium,No
A01063,vmware-vcenter-1063,VMware,vCenter,2.5.67,High,Yes
A01064,apache-apache-http-server-1064,Apache,Apache HTTP Server,5.7.51,Medium,Yes
A01065,vmware-vcenter-1065,VMware,vCenter,4.0.93,High,No
A01066,apache-apache-http-server-1066,Apache,Apache HTTP Server,9.8.77,Medium,No
A01067,apache-apache-http-server-1067,Apache,Apache HTTP Server,2.4.70,High,No
A01068,cisco-meraki-1068,Cisco,Meraki,5.2.49,Critical,No
A01069,oracle-oracle-db-1069,Oracle,Oracle DB,5.8.53,Critical,No
A01070,vmware-vcenter-1070,VMware,vCenter,3.5.87,Low,No
A01071,apache-apache-http-server-1071,Apache,Apache HTTP Server,8.9.85,Critical,No
A01072,vmware-esxi-1072,VMware,ESXi,6.3.75,Medium,Yes
A01073,linux-ubuntu-1073,Linux,Ubuntu,5.3.59,Medium,No
A01074,linux-ubuntu-1074,Linux,Ubuntu,4.7.75,Medium,Yes
A01075,oracle-oracle-db-1075,Oracle,Oracle DB,5.8.76,Low,Yes
A01076,microsoft-windows-server-1076,Microsoft,Windows Server,3.8.49,Critical,Yes
A01077,apache-apache-http-server-1077,Apache,Apache HTTP Server,10.0.68,Critical,No
A01078,oracle-weblogic-1078,Oracle,WebLogic,4.7.92,Critical,Yes
A01079,microsoft-windows-server-1079,Microsoft,Windows Server,6.7.45,Low,Yes
A01080,oracle-oracle-db-1080,Oracle,Oracle DB,9.2.63,High,No
A01081,microsoft-windows-server-1081,Microsoft,Windows Server,10.7.18,Low,Yes
A01082,linux-centos-1082,Linux,CentOS,2.1.45,Medium,No
A01083,vmware-esxi-1083,VMware,ESXi,4.7.72,High,No
A01084,apache-apache-http-server-1084,Apache,Apache HTTP Server,5.0.80,High,No
A01085,vmware-vcenter-1085,VMware,vCenter,6.8.39,High,No
A01086,linux-centos-1086,Linux,CentOS,10.5.98,Medium,No
A01087,vmware-vcenter-1087,VMware,vCenter,4.7.77,Medium,No
A01088,apache-apache-http-server-1088,Apache,Apache HTTP Server,7.5.65,High,No
A01089,apache-apache-http-server-1089,Apache,Apache HTTP Server,5.5.36,High,No
A01090,vmware-esxi-1090,VMware,ESXi,9.3.52,Critical,No
A01091,vmware-vcenter-1091,VMware,vCenter,1.3.28,Low,No
A01092,linux-centos-1092,Linux,CentOS,4.6.46,High,Yes
A01093,oracle-oracle-db-1093,Oracle,Oracle DB,8.1.61,Medium,No
A01094,apache-apache-http-server-1094,Apache,Apache HTTP Server,1.6.97,Critical,No
A01095,linux-ubuntu-1095,Linux,Ubuntu,6.9.55,High,Yes
A01096,oracle-weblogic-1096,Oracle,WebLogic,7.4.27,Critical,No
A01097,oracle-weblogic-1097,Oracle,WebLogic,6.4.1,Medium,No
A01098,oracle-weblogic-1098,Oracle,WebLogic,3.0.68,High,No
A01099,linux-ubuntu-1099,Linux,Ubuntu,1.4.50,High,No
A01100,apache-apache-http-server-1100,Apache,Apache HTTP Server,10.9.57,Medium,Yes
A01101,cisco-asa-1101,Cisco,ASA,8.0.50,High,No
A01102,cisco-meraki-1102,Cisco,Meraki,4.8.32,High,No
A01103,oracle-weblogic-1103,Oracle,WebLogic,9.1.75,Medium,No
A01104,linux-centos-1104,Linux,CentOS,4.1.38,High,No
A01105,microsoft-windows-server-1105,Microsoft,Windows Server,5.6.57,Medium,Yes
A01106,vmware-vcenter-1106,VMware,vCenter,10.9.14,High,No
A01107,linux-centos-1107,Linux,CentOS,8.2.95,High,Yes
A01108,linux-redhat-1108,Linux,RedHat,2.4.95,High,Yes
A01109,linux-centos-1109,Linux,CentOS,3.9.13,Critical,No
A01110,oracle-oracle-db-1110,Oracle,Oracle DB,2.0.51,Critical,No
A01111,oracle-weblogic-1111,Oracle,WebLogic,8.0.99,Low,No
A01112,cisco-asa-1112,Cisco,ASA,6.9.40,Medium,No
A01113,apache-tomcat-1113,Apache,Tomcat,3.3.49,High,No
A01114,microsoft-windows-server-1114,Microsoft,Windows Server,10.8.21,Critical,No
A01115,linux-centos-1115,Linux,CentOS,6.1.88,Low,No
A01116,cisco-asa-1116,Cisco,ASA,3.4.65,High,No
A01117,vmware-esxi-1117,VMware,ESXi,8.9.76,Low,Yes
A01118,oracle-weblogic-1118,Oracle,WebLogic,8.9.83,High,No
A01119,oracle-weblogic-1119,Oracle,WebLogic,7.8.12,Medium,No
A01120,linux-centos-1120,Linux,CentOS,3.5.27,Low,No
A01121,linux-ubuntu-1121,Linux,Ubuntu,5.8.5,High,No
A01122,oracle-oracle-db-1122,Oracle,Oracle DB,10.3.41,Medium,Yes
A01123,oracle-oracle-db-1123,Oracle,Oracle DB,7.4.8,Medium,No
A01124,microsoft-windows-server-1124,Microsoft,Windows Server,10.3.51,Medium,No
A01125,cisco-asa-1125,Cisco,ASA,5.7.15,High,No
A01126,oracle-oracle-db-1126,Oracle,Oracle DB,7.6.63,High,No
A01127,vmware-vcenter-1127,VMware,vCenter,2.1.33,Critical,No
A01128,vmware-esxi-1128,VMware,ESXi,8.8.9,Critical,No
A01129,microsoft-sql-server-1129,Microsoft,SQL Server,5.2.21,Low,No
A01130,apache-apache-http-server-1130,Apache,Apache HTTP Server,4.1.93,High,No
A01131,cisco-meraki-1131,Cisco,Meraki,8.9.98,Medium,No
A01132,vmware-vcenter-1132,VMware,vCenter,1.6.30,Critical,No
A01133,apache-apache-http-server-1133,Apache,Apache HTTP Server,1.8.59,Critical,No
A01134,microsoft-windows-server-1134,Microsoft,Windows Server,5.2.8,Low,Yes
A01135,microsoft-windows-server-1135,Microsoft,Windows Server,7.4.38,Low,Yes
A01136,apache-apache-http-server-1136,Apache,Apache HTTP Server,5.0.28,Medium,No
A01137,oracle-oracle-db-1137,Oracle,Oracle DB,5.6.1,Low,No
A01138,cisco-asa-1138,Cisco,ASA,6.6.58,Medium,Yes
A01139,oracle-weblogic-1139,Oracle,WebLogic,1.6.14,Critical,No
A01140,microsoft-windows-server-1140,Microsoft,Windows Server,8.6.15,Medium,Yes
A01141,vmware-vcenter-1141,VMware,vCenter,6.2.99,High,No
A01142,apache-tomcat-1142,Apache,Tomcat,7.8.44,Low,No
A01143,vmware-esxi-1143,VMware,ESXi,8.0.69,Low,No
A01144,linux-redhat-1144,Linux,RedHat,2.8.74,Low,Yes
A01145,cisco-ios-xe-1145,Cisco,IOS XE,3.6.90,High,No
A01146,cisco-meraki-1146,Cisco,Meraki,4.7.75,Medium,Yes
A01147,cisco-meraki-1147,Cisco,Meraki,10.8.48,Medium,No
A01148,microsoft-sql-server-1148,Microsoft,SQL Server,8.2.15,High,Yes
A01149,linux-ubuntu-1149,Linux,Ubuntu,1.9.73,Critical,Yes
A01150,oracle-weblogic-1150,Oracle,WebLogic,2.4.84,Critical,No
A01151,linux-centos-1151,Linux,CentOS,4.9.39,High,No
A01152,linux-redhat-1152,Linux,RedHat,3.0.91,High,No
A01153,cisco-ios-xe-1153,Cisco,IOS XE,9.0.64,Critical,No
A01154,microsoft-windows-server-1154,Microsoft,Windows Server,9.3.4,Low,No
A01155,linux-redhat-1155,Linux,RedHat,2.1.25,Critical,No
A01156,apache-apache-http-server-1156,Apache,Apache HTTP Server,1.5.99,High,No
A01157,linux-centos-1157,Linux,CentOS,8.7.80,Medium,No
A01158,cisco-asa-1158,Cisco,ASA,4.1.25,Medium,No
A01159,oracle-oracle-db-1159,Oracle,Oracle DB,1.7.33,High,No
A01160,cisco-asa-1160,Cisco,ASA,10.5.65,Critical,Yes
A01161,cisco-meraki-1161,Cisco,Meraki,2.3.51,Low,Yes
A01162,microsoft-sql-server-1162,Microsoft,SQL Server,1.9.58,Low,No
A01163,vmware-esxi-1163,VMware,ESXi,10.3.50,Medium,No
A01164,apache-tomcat-1164,Apache,Tomcat,5.8.34,High,No
A01165,microsoft-windows-server-1165,Microsoft,Windows Server,5.0.65,Medium,No
A01166,apache-apache-http-server-1166,Apache,Apache HTTP Server,4.0.83,Critical,No
A01167,vmware-esxi-1167,VMware,ESXi,5.1.50,Medium,Yes
A01168,apache-apache-http-server-1168,Apache,Apache HTTP Server,2.7.19,Critical,Yes
A01169,vmware-esxi-1169,VMware,ESXi,2.0.15,Medium,Yes
A01170,apache-apache-http-server-1170,Apache,Apache HTTP Server,6.6.92,High,Yes
A01171,vmware-vcenter-1171,VMware,vCenter,6.6.67,High,No
A01172,vmware-vcenter-1172,VMware,vCenter,7.6.81,High,No
A01173,oracle-oracle-db-1173,Oracle,Oracle DB,7.8.27,Medium,Yes
A01174,oracle-weblogic-1174,Oracle,WebLogic,10.1.70,Low,No
A01175,cisco-asa-1175,Cisco,ASA,9.1.14,Medium,No
A01176,apache-apache-http-server-1176,Apache,Apache HTTP Server,4.3.67,Critical,Yes
A01177,apache-apache-http-server-1177,Apache,Apache HTTP Server,9.1.97,High,No
A01178,linux-ubuntu-1178,Linux,Ubuntu,1.5.42,Low,Yes
A01179,oracle-weblogic-1179,Oracle,WebLogic,9.3.18,Critical,No
A01180,cisco-meraki-1180,Cisco,Meraki,2.3.43,Medium,Yes
A01181,vmware-vcenter-1181,VMware,vCenter,4.7.18,High,No
A01182,apache-apache-http-server-1182,Apache,Apache HTTP Server,3.4.67,Low,No
A01183,microsoft-sql-server-1183,Microsoft,SQL Server,4.0.14,Critical,No
A01184,oracle-weblogic-1184,Oracle,WebLogic,3.6.17,High,No
A01185,oracle-weblogic-1185,Oracle,WebLogic,1.8.38,Low,No
A01186,apache-tomcat-1186,Apache,Tomcat,4.4.76,Critical,No
A01187,oracle-weblogic-1187,Oracle,WebLogic,4.6.36,High,No
A01188,oracle-weblogic-1188,Oracle,WebLogic,1.9.82,Low,Yes
A01189,microsoft-windows-server-1189,Microsoft,Windows Server,8.4.40,High,No
A01190,oracle-weblogic-1190,Oracle,WebLogic,7.1.87,High,No
A01191,vmware-vcenter-1191,VMware,vCenter,5.7.79,Critical,No
A01192,microsoft-exchange-server-1192,Microsoft,Exchange Server,6.3.99,High,Yes
A01193,microsoft-sql-server-1193,Microsoft,SQL Server,6.8.20,Low,Yes
A01194,linux-redhat-1194,Linux,RedHat,5.9.27,High,No
A01195,cisco-meraki-1195,Cisco,Meraki,3.3.37,High,Yes
A01196,microsoft-sql-server-1196,Microsoft,SQL Server,6.8.26,Medium,No
A01197,microsoft-windows-server-1197,Microsoft,Windows Server,5.2.86,Medium,No
A01198,cisco-ios-xe-1198,Cisco,IOS XE,4.3.34,Low,No
A01199,oracle-weblogic-1199,Oracle,WebLogic,2.1.48,Low,Yes
A01200,oracle-weblogic-1200,Oracle,WebLogic,8.5.86,Critical,Yes
A01201,vmware-vcenter-1201,VMware,vCenter,10.9.61,Medium,Yes
A01202,microsoft-sql-server-1202,Microsoft,SQL Server,10.0.43,Critical,No
A01203,vmware-esxi-1203,VMware,ESXi,10.2.36,High,Yes
A01204,oracle-oracle-db-1204,Oracle,Oracle DB,10.9.86,Medium,No
A01205,apache-apache-http-server-1205,Apache,Apache HTTP Server,9.6.49,Critical,No
A01206,linux-redhat-1206,Linux,RedHat,7.2.28,Medium,No
A01207,cisco-meraki-1207,Cisco,Meraki,7.6.7,Medium,No
A01208,oracle-weblogic-1208,Oracle,WebLogic,4.2.71,Medium,No
A01209,apache-tomcat-1209,Apache,Tomcat,8.8.40,High,No
A01210,cisco-asa-1210,Cisco,ASA,2.2.4,Low,No
A01211,microsoft-exchange-server-1211,Microsoft,Exchange Server,5.8.88,High,No
A01212,oracle-oracle-db-1212,Oracle,Oracle DB,10.5.51,Medium,Yes
A01213,oracle-oracle-db-1213,Oracle,Oracle DB,1.9.16,Medium,No
A01214,microsoft-windows-server-1214,Microsoft,Windows Server,4.7.7,Medium,Yes
A01215,linux-redhat-1215,Linux,RedHat,8.5.31,High,No
A01216,linux-redhat-1216,Linux,RedHat,7.1.76,High,Yes
A01217,linux-centos-1217,Linux,CentOS,8.5.92,Low,No
A01218,apache-apache-http-server-1218,Apache,Apache HTTP Server,4.0.57,Medium,No
A01219,linux-centos-1219,Linux,CentOS,10.7.97,Medium,No
A01220,microsoft-windows-server-1220,Microsoft,Windows Server,8.7.9,Low,No
A01221,linux-ubuntu-1221,Linux,Ubuntu,3.0.84,Low,No
A01222,apache-tomcat-1222,Apache,Tomcat,3.4.74,Critical,Yes
A01223,vmware-esxi-1223,VMware,ESXi,8.3.97,Low,No
A01224,oracle-weblogic-1224,Oracle,WebLogic,1.5.26,Critical,No
A01225,microsoft-sql-server-1225,Microsoft,SQL Server,7.5.54,Low,No
A01226,apache-apache-http-server-1226,Apache,Apache HTTP Server,2.4.98,Critical,Yes
A01227,oracle-weblogic-1227,Oracle,WebLogic,7.5.42,Low,Yes
A01228,apache-apache-http-server-1228,Apache,Apache HTTP Server,8.4.10,Medium,Yes
A01229,oracle-weblogic-1229,Oracle,WebLogic,7.6.55,Medium,No
A01230,vmware-vcenter-1230,VMware,vCenter,3.6.33,Critical,No
A01231,vmware-vcenter-1231,VMware,vCenter,5.1.96,Medium,No
A01232,oracle-weblogic-1232,Oracle,WebLogic,10.5.2,High,Yes
A01233,linux-redhat-1233,Linux,RedHat,5.0.59,Critical,No
A01234,microsoft-windows-server-1234,Microsoft,Windows Server,7.3.67,High,No
A01235,vmware-esxi-1235,VMware,ESXi,2.6.58,Low,No
A01236,cisco-ios-xe-1236,Cisco,IOS XE,8.8.63,Low,No
A01237,vmware-esxi-1237,VMware,ESXi,4.9.7,Low,No
A01238,apache-tomcat-1238,Apache,Tomcat,2.9.49,High,No
A01239,microsoft-windows-server-1239,Microsoft,Windows Server,1.0.1,Critical,No
A01240,oracle-oracle-db-1240,Oracle,Oracle DB,3.0.53,High,No
A01241,linux-redhat-1241,Linux,RedHat,9.3.61,Medium,No
A01242,linux-centos-1242,Linux,CentOS,7.9.53,Critical,Yes
A01243,apache-tomcat-1243,Apache,Tomcat,1.3.15,Critical,No
A01244,apache-tomcat-1244,Apache,Tomcat,10.5.43,Medium,Yes
A01245,linux-redhat-1245,Linux,RedHat,4.4.5,Medium,No
A01246,linux-ubuntu-1246,Linux,Ubuntu,5.4.23,High,No
A01247,oracle-weblogic-1247,Oracle,WebLogic,6.3.86,Medium,No
A01248,vmware-esxi-1248,VMware,ESXi,8.4.99,Critical,No
A01249,microsoft-exchange-server-1249,Microsoft,Exchange Server,1.9.41,Critical,No
A01250,cisco-ios-xe-1250,Cisco,IOS XE,4.0.86,Low,No
A01251,vmware-esxi-1251,VMware,ESXi,10.4.25,Low,No
A01252,oracle-oracle-db-1252,Oracle,Oracle DB,8.5.29,High,Yes
A01253,cisco-ios-xe-1253,Cisco,IOS XE,10.9.38,Low,No
A01254,oracle-oracle-db-1254,Oracle,Oracle DB,3.7.16,Critical,Yes
A01255,cisco-asa-1255,Cisco,ASA,6.4.75,High,Yes
A01256,vmware-esxi-1256,VMware,ESXi,8.5.5,High,No
A01257,vmware-esxi-1257,VMware,ESXi,2.5.36,Critical,No
A01258,vmware-vcenter-1258,VMware,vCenter,2.1.75,Medium,Yes
A01259,vmware-esxi-1259,VMware,ESXi,9.9.82,Medium,No
A01260,linux-centos-1260,Linux,CentOS,9.9.91,High,No
A01261,cisco-asa-1261,Cisco,ASA,10.0.93,Low,No
A01262,microsoft-windows-server-1262,Microsoft,Windows Server,7.4.35,Low,No
A01263,microsoft-sql-server-1263,Microsoft,SQL Server,2.8.48,High,Yes
A01264,vmware-esxi-1264,VMware,ESXi,2.9.75,Low,No
A01265,microsoft-sql-server-1265,Microsoft,SQL Server,4.3.48,High,No
A01266,oracle-oracle-db-1266,Oracle,Oracle DB,7.2.13,Low,No
A01267,cisco-ios-xe-1267,Cisco,IOS XE,6.3.39,Critical,No
A01268,cisco-meraki-1268,Cisco,Meraki,1.7.68,High,No
A01269,oracle-oracle-db-1269,Oracle,Oracle DB,4.3.65,Critical,No
A01270,cisco-meraki-1270,Cisco,Meraki,10.5.90,Critical,No
A01271,cisco-asa-1271,Cisco,ASA,7.6.88,Medium,No
A01272,oracle-weblogic-1272,Oracle,WebLogic,4.7.35,Medium,No
A01273,vmware-esxi-1273,VMware,ESXi,10.7.66,Medium,No
A01274,vmware-esxi-1274,VMware,ESXi,10.6.6,Medium,No
A01275,vmware-vcenter-1275,VMware,vCenter,10.1.81,Critical,No
A01276,linux-ubuntu-1276,Linux,Ubuntu,6.4.67,Medium,No
A01277,apache-tomcat-1277,Apache,Tomcat,8.0.72,High,Yes
A01278,apache-tomcat-1278,Apache,Tomcat,10.4.67,Critical,No
A01279,apache-apache-http-server-1279,Apache,Apache HTTP Server,3.3.36,High,No
A01280,oracle-oracle-db-1280,Oracle,Oracle DB,6.6.99,Low,No
A01281,oracle-oracle-db-1281,Oracle,Oracle DB,10.1.86,High,Yes
A01282,oracle-oracle-db-1282,Oracle,Oracle DB,9.0.51,Critical,No
A01283,apache-tomcat-1283,Apache,Tomcat,3.3.63,Medium,Yes
A01284,oracle-oracle-db-1284,Oracle,Oracle DB,9.6.60,High,Yes
A01285,vmware-vcenter-1285,VMware,vCenter,1.8.96,Medium,No
A01286,microsoft-exchange-server-1286,Microsoft,Exchange Server,3.3.83,Low,No
A01287,oracle-weblogic-1287,Oracle,WebLogic,1.8.14,Low,No
A01288,linux-ubuntu-1288,Linux,Ubuntu,10.1.63,Low,No
A01289,linux-centos-1289,Linux,CentOS,9.3.53,High,No
A01290,linux-redhat-1290,Linux,RedHat,9.1.23,Medium,Yes
A01291,microsoft-windows-server-1291,Microsoft,Windows Server,8.6.60,Medium,Yes
